event_id,event_name,event_type,day_1_abnormal_return,day_3_abnormal_return,day_5_abnormal_return,day_1_absolute_abnormal_return,day_3_absolute_abnormal_return,day_5_absolute_abnormal_return,event_date,pre_event_5_day_abnormal_return,search_query
TSLA_001,Q4 2022 Earnings,Earnings,0.3378153973480957,22.26680527840305,18.8144241179812,0.3378153973480957,22.26680527840305,18.8144241179812,2023-01-25,8.81945074996695,Tesla earnings
TSLA_002,Q1 2023 Earnings,Earnings,-2.001444528860952,-9.94825424817023,-10.863438126329903,2.001444528860952,9.94825424817023,10.863438126329903,2023-04-19,-2.4235730187798343,Tesla earnings
TSLA_003,Q4 2023 Earnings,Earnings,-0.7356933168922386,-12.905195336688724,-9.635181205566568,0.7356933168922386,12.905195336688724,9.635181205566568,2024-01-24,-6.988288912743402,Tesla earnings
TSLA_004,Q1 2024 Earnings,Earnings,0.6647897251681911,19.04846502736457,34.53767040778306,0.6647897251681911,19.04846502736457,34.53767040778306,2024-04-23,-11.094787096443492,Tesla earnings
TSLA_005,Cybertruck Unveiled,Product Launch,0.9019226973609684,-5.3452017298996175,-7.457915158442086,0.9019226973609684,5.3452017298996175,7.457915158442086,2019-11-21,1.2250964656163266,Tesla Cybertruck
TSLA_006,Model S Plaid Delivery Event,Product Launch,1.429010984487089,2.3019043838069297,0.9079800224447432,1.429010984487089,2.3019043838069297,0.9079800224447432,2021-06-10,-1.3617739524460548,Tesla Model S Plaid
TSLA_007,Tesla Semi Delivery Event,Product Launch,0.0736051841202956,-4.307340236106838,-7.049593407373455,0.0736051841202956,4.307340236106838,7.049593407373455,2022-12-01,12.6445907498663,Tesla Semi
TSLA_008,Cybertruck Deliveries Begin,Product Launch,-2.056728926362472,-3.9637232061125127,-1.9867940731074565,2.056728926362472,3.9637232061125127,1.9867940731074565,2023-11-30,0.92328532878847,Tesla Cybertruck
TSLA_009,Global Vehicle Price Cuts,Pricing Strategy,-1.3267712856125713,5.602647264594108,8.25198256279246,1.3267712856125713,5.602647264594108,8.25198256279246,2023-01-13,7.347280437695237,Tesla price
TSLA_010,Further US Price Cuts,Pricing Strategy,-0.3998384435898394,-2.163854787123831,-0.8315647632290757,0.3998384435898394,2.163854787123831,0.8315647632290757,2023-04-07,-6.59342057671758,Tesla price
TSLA_011,Major Price Reductions Across Key Models,Pricing Strategy,-4.321123696815199,8.184981796737677,11.798451902062702,4.321123696815199,8.184981796737677,11.798451902062702,2024-04-20,-10.959633790846514,Tesla price
TSLA_012,Battery Day,Technology Announcement,-6.617146455160605,-12.646202311843949,-8.481146928329242,6.617146455160605,12.646202311843949,8.481146928329242,2020-09-22,10.1025826198189,Tesla Battery Day
TSLA_013,AI Day 2022,Technology Announcement,0.4427450715302483,-11.182480673320118,-14.08452875290176,0.4427450715302483,11.182480673320118,14.08452875290176,2022-09-30,-4.007573954722011,Tesla AI Day
TSLA_014,"Robotaxi (""We, Robot"") Event",Technology Announcement,-0.7708576664826383,-10.325167150998729,-9.074921621842137,0.7708576664826383,10.325167150998729,9.074921621842137,2024-10-10,-4.656102995535782,Tesla Robotaxi
TSLA_015,5-for-1 Stock Split Announced,Corporate Action,-2.2889345767253544,13.894554575313569,28.703411430126312,2.2889345767253544,13.894554575313569,28.703411430126312,2020-08-11,-6.535497547114056,Tesla 5-for-1 Stock Split Announced
TSLA_016,3-for-1 Stock Split Announced,Corporate Action,-6.46126460078118,-7.516539646477183,-8.5344938202638,6.46126460078118,7.516539646477183,8.5344938202638,2022-08-05,7.878286858862916,Tesla 3-for-1 Stock Split Announced
TSLA_017,Shareholders Approve Elon Musk Pay Package,Corporate Action,2.72043179986532,4.664806137667732,1.3723171066229334,2.72043179986532,4.664806137667732,1.3723171066229334,2024-06-13,0.0573146509614819,Tesla Shareholders Approve Elon Musk Pay Package
TSLA_018,Gigafactory Berlin Opens,Factory Expansion,0.5957745914279222,-5.199356162460966,-1.5177659153867484,0.5957745914279222,5.199356162460966,1.5177659153867484,2022-04-07,-1.7532924633168023,Tesla factory
TSLA_019,"Gigafactory Texas Opening (""Cyber Rodeo"")",Factory Expansion,-4.881339814727492,2.022510303946334,-8.25480109690796,4.881339814727492,2.022510303946334,8.25480109690796,2022-04-20,4.186952180474091,Tesla factory
TSLA_020,Mexico Gigafactory Announced,Factory Expansion,-1.045611042388006,-5.85127671677903,-9.25741832464001,1.045611042388006,5.85127671677903,9.25741832464001,2023-03-01,4.9346915300021,Tesla factory
TSLA_021,Touchscreen Recall (NHTSA),Recall,2.5130419611693267,-1.4351325797581582,-0.9841861106625104,2.5130419611693267,1.4351325797581582,0.9841861106625104,2021-02-02,-2.53087796396424,Tesla recall
TSLA_022,FSD Beta Recall via Software Update,Recall,-4.317696557718964,-4.277581564638433,-2.4630075967606584,4.317696557718964,4.277581564638433,2.4630075967606584,2023-02-16,5.622611060479144,Tesla recall
TSLA_023,Autopilot Recall Affecting Over 2 Million Vehicles,Recall,-0.4170290038765012,5.4206052743444255,5.798085234279538,0.4170290038765012,5.4206052743444255,5.798085234279538,2023-12-13,-2.358905882898965,Tesla recall
